Amount Received,Amount Paid,Payment Format,Year,Month
222.39,316.16,Cash,2022,9
115.93,437.33,Bank Transfer,2021,4
128.91,323.63,Bank Transfer,2023,11
168.45,110.58,Debit Card,2022,5
353.66,340.36,Debit Card,2023,6
247.19,158.54,Bank Transfer,2023,7
466.92,152.5,Cash,2023,1
417.31,358.71,Credit Card,2023,7
228.33,164.31,Bank Transfer,2022,4
494.45,165.1,Bank Transfer,2023,10
366.6,325.43,Bank Transfer,2021,9
106.98,195.09,Credit Card,2023,4
285.24,125.01,Debit Card,2021,7
464.13,463.85,Cash,2021,12
218.38,319.38,Credit Card,2023,8
470.75,222.05,Cash,2022,9
346.15,109.58,Cash,2022,7
333.22,432.18,Credit Card,2023,6
246.33,451.65,Credit Card,2021,12
482.77,351.1,Credit Card,2021,2
272.25,247.25,Bank Transfer,2021,8
353.75,316.85,Debit Card,2022,3
354.83,155.14,Cash,2021,4
357.36,309.07,Credit Card,2022,11
222.42,145.75,Bank Transfer,2023,10
445.9,101.35,Debit Card,2023,7
337.44,329.39,Bank Transfer,2022,2
255.38,283.81,Credit Card,2023,9
228.91,188.03,Credit Card,2022,2
145.47,460.97,Cash,2022,10
344.1,291.1,Credit Card,2022,5
413.04,373.61,Credit Card,2021,12
268.99,112.23,Debit Card,2021,2
466.26,219.67,Credit Card,2023,3
150.21,132.15,Cash,2021,2
295.16,219.77,Bank Transfer,2022,4
356.97,330.87,Debit Card,2021,11
327.84,302.67,Cash,2022,4
455.8,472.38,Credit Card,2023,10
373.61,464.44,Cash,2022,7
430.01,175.36,Debit Card,2023,4
364.85,267.28,Credit Card,2021,5
237.7,458.32,Bank Transfer,2022,7
209.03,466.65,Cash,2022,3
239.98,313.13,Cash,2022,2
263.27,483.76,Debit Card,2022,6
430.72,284.26,Cash,2022,1
384.37,483.7,Debit Card,2021,9
430.74,455.4,Debit Card,2023,11
470.05,212.13,Cash,2022,9
425.92,126.4,Bank Transfer,2022,4
484.91,175.58,Cash,2021,1
479.94,259.6,Cash,2023,11
228.38,254.35,Debit Card,2021,11
256.92,369.39,Credit Card,2023,7
330.08,260.55,Cash,2021,4
376.22,226.26,Credit Card,2022,12
285.88,158.5,Debit Card,2022,4
415.11,461.78,Cash,2021,8
352.8,245.93,Credit Card,2022,4
338.35,171.23,Debit Card,2023,4
158.16,316.77,Cash,2022,3
168.53,190.73,Credit Card,2022,11
225.31,483.2,Debit Card,2022,9
484.99,141.92,Bank Transfer,2022,9
130.48,300.56,Debit Card,2022,6
484.1,328.93,Cash,2022,5
290.84,206.6,Credit Card,2022,1
274.38,388.06,Debit Card,2021,6
438.75,472.36,Debit Card,2021,7
432.59,203.57,Credit Card,2022,11
153.59,333.58,Debit Card,2022,10
424.7,337.75,Bank Transfer,2022,6
304.28,344.51,Debit Card,2023,3
229.25,378.73,Credit Card,2023,8
143.35,103.28,Credit Card,2021,4
336.89,171.12,Cash,2023,10
412.13,291.34,Cash,2023,7
454.27,210.84,Cash,2021,5
488.65,392.6,Cash,2022,9
149.28,152.51,Cash,2022,8
258.71,299.46,Debit Card,2022,10
119.47,348.07,Credit Card,2023,10
354.3,179.08,Debit Card,2023,10
455.07,423.16,Bank Transfer,2021,11
374.91,475.45,Debit Card,2023,6
255.48,404.82,Credit Card,2021,2
403.97,286.5,Cash,2023,8
498.65,354.8,Debit Card,2021,4
100.45,427.29,Debit Card,2023,5
431.22,185.04,Bank Transfer,2022,8
230.51,399.74,Debit Card,2022,11
398.83,247.19,Debit Card,2022,6
194.82,223.52,Credit Card,2023,3
180.73,337.0,Debit Card,2021,9
423.84,433.7,Debit Card,2021,12
406.96,202.86,Cash,2021,6
424.49,228.08,Debit Card,2022,11
402.94,444.43,Debit Card,2022,8
138.34,128.29,Debit Card,2022,7
453.15,240.96,Credit Card,2021,12
251.05,491.89,Bank Transfer,2023,5
187.87,228.72,Credit Card,2023,12
327.03,197.38,Debit Card,2022,11
238.35,481.3,Cash,2022,6
383.95,197.18,Bank Transfer,2023,8
377.85,222.36,Credit Card,2022,5
440.04,366.78,Credit Card,2022,1
497.42,151.08,Cash,2022,11
419.83,292.98,Cash,2022,3
156.62,156.95,Credit Card,2023,9
405.06,346.16,Cash,2023,9
326.76,402.07,Credit Card,2022,4
325.27,298.48,Bank Transfer,2023,6
234.9,441.14,Bank Transfer,2023,2
164.29,227.8,Debit Card,2021,11
169.22,332.1,Bank Transfer,2023,10
123.04,279.49,Credit Card,2022,10
422.14,222.18,Debit Card,2023,9
397.58,235.36,Debit Card,2023,8
442.69,215.9,Cash,2022,6
381.66,174.76,Credit Card,2021,8
167.11,480.6,Bank Transfer,2023,4
394.38,236.45,Debit Card,2022,7
323.14,488.6,Cash,2022,4
143.47,346.64,Cash,2022,8
462.05,183.46,Bank Transfer,2022,2
460.93,128.01,Credit Card,2022,2
351.15,380.16,Bank Transfer,2023,2
267.86,389.9,Cash,2021,12
195.17,258.36,Debit Card,2022,11
139.04,339.25,Debit Card,2021,4
422.4,443.77,Credit Card,2023,7
486.7,455.09,Bank Transfer,2021,4
105.62,189.94,Credit Card,2021,11
291.74,194.61,Bank Transfer,2022,12
142.41,339.24,Cash,2023,1
267.42,387.18,Credit Card,2022,9
332.25,178.6,Credit Card,2021,1
271.64,100.38,Cash,2021,12
106.89,187.91,Debit Card,2023,11
495.14,479.88,Bank Transfer,2023,9
470.32,276.76,Bank Transfer,2023,2
408.95,472.09,Cash,2021,8
260.27,481.35,Credit Card,2022,11
375.8,352.93,Debit Card,2023,4
383.91,124.72,Credit Card,2022,10
236.1,154.46,Credit Card,2023,8
115.87,247.87,Bank Transfer,2023,6
348.93,405.59,Cash,2023,1
479.23,281.33,Debit Card,2023,2
399.11,119.03,Debit Card,2021,10
191.19,310.07,Credit Card,2022,11
322.32,105.1,Credit Card,2023,11
256.09,465.91,Cash,2021,3
318.6,369.94,Bank Transfer,2021,12
389.62,475.23,Cash,2023,1
294.69,322.67,Debit Card,2022,7
464.93,253.83,Debit Card,2022,7
376.85,418.48,Debit Card,2021,7
240.93,272.16,Credit Card,2022,4
344.93,473.98,Debit Card,2023,9
282.15,396.78,Credit Card,2023,8
416.81,135.64,Cash,2021,6
102.98,409.67,Debit Card,2023,4
334.23,421.65,Credit Card,2022,6
109.4,113.37,Debit Card,2023,12
491.73,117.1,Credit Card,2023,4
303.01,150.85,Cash,2021,12
211.52,404.76,Debit Card,2022,2
144.28,493.64,Cash,2021,7
236.68,428.25,Bank Transfer,2021,4
353.63,390.39,Cash,2022,12
489.16,275.03,Credit Card,2021,8
137.76,364.5,Credit Card,2022,1
184.09,216.99,Credit Card,2023,11
210.78,301.54,Bank Transfer,2023,1
406.4,248.55,Cash,2022,12
131.59,246.63,Credit Card,2021,5
457.76,140.78,Credit Card,2021,9
187.59,298.06,Bank Transfer,2022,6
387.21,183.77,Bank Transfer,2023,9
404.22,324.28,Cash,2023,12
457.23,224.32,Cash,2022,9
183.02,172.61,Debit Card,2023,11
389.31,420.99,Credit Card,2023,7
241.23,371.68,Cash,2022,4
255.31,453.75,Bank Transfer,2023,8
303.32,343.74,Credit Card,2022,3
152.47,168.84,Credit Card,2022,9
243.49,275.78,Debit Card,2023,4
476.2,428.71,Debit Card,2023,11
172.25,490.93,Cash,2022,4
226.07,385.01,Bank Transfer,2021,4
422.91,157.42,Debit Card,2023,9
199.99,378.92,Bank Transfer,2022,5
165.92,494.96,Cash,2022,5
176.21,371.85,Bank Transfer,2021,5
494.27,361.14,Bank Transfer,2021,9
265.32,468.43,Cash,2021,6
258.39,418.93,Credit Card,2023,11
402.81,409.68,Debit Card,2022,11
125.1,427.14,Credit Card,2023,1
167.82,135.64,Credit Card,2023,3
387.95,377.13,Bank Transfer,2023,1
227.86,441.53,Bank Transfer,2023,5
380.67,427.12,Debit Card,2021,12
109.14,158.13,Cash,2021,11
336.14,227.39,Cash,2022,12
317.7,304.04,Debit Card,2023,4
157.94,209.63,Cash,2023,12
147.49,195.97,Credit Card,2021,7
471.26,421.41,Bank Transfer,2023,1
302.01,417.4,Credit Card,2022,7
119.96,460.67,Cash,2021,11
159.42,324.52,Bank Transfer,2023,2
369.02,297.85,Cash,2023,10
290.71,443.77,Debit Card,2021,3
339.07,440.6,Credit Card,2021,2
283.31,240.45,Bank Transfer,2022,6
470.21,325.84,Debit Card,2022,8
430.1,474.44,Cash,2023,5
492.06,124.31,Credit Card,2022,8
475.69,111.57,Debit Card,2021,10
391.48,125.47,Debit Card,2023,8
121.01,212.38,Bank Transfer,2022,9
499.64,437.05,Cash,2023,8
289.33,282.75,Debit Card,2021,7
124.4,212.62,Debit Card,2023,2
496.57,397.08,Bank Transfer,2021,5
328.15,369.54,Cash,2021,7
283.6,107.38,Cash,2023,10
107.92,139.42,Bank Transfer,2021,3
271.36,210.76,Credit Card,2021,1
173.31,433.16,Cash,2022,11
387.58,480.22,Bank Transfer,2021,4
103.15,306.17,Cash,2021,10
313.21,177.7,Cash,2023,11
117.49,325.07,Cash,2021,6
385.93,112.91,Credit Card,2021,2
481.21,333.44,Bank Transfer,2021,6
117.33,238.9,Credit Card,2021,10
141.23,311.84,Credit Card,2022,6
306.24,396.29,Cash,2021,10
492.98,178.57,Cash,2022,10
264.58,472.29,Bank Transfer,2023,12
346.23,211.44,Credit Card,2023,7
404.66,342.42,Debit Card,2023,5
471.17,329.38,Bank Transfer,2022,4
170.81,213.61,Cash,2021,2
464.57,128.25,Bank Transfer,2022,6
350.57,358.4,Bank Transfer,2021,1
422.24,465.73,Cash,2022,6
218.22,242.64,Bank Transfer,2023,9
300.04,331.49,Bank Transfer,2023,8
183.58,189.74,Cash,2021,2
441.84,326.06,Bank Transfer,2022,5
181.83,204.95,Debit Card,2022,11
319.33,484.89,Credit Card,2021,5
267.17,138.08,Debit Card,2022,6
119.84,238.29,Cash,2023,1
264.86,203.36,Cash,2023,9
413.76,254.99,Cash,2022,12
311.57,310.87,Debit Card,2021,4
221.92,268.5,Cash,2021,10
278.17,362.11,Credit Card,2021,9
409.71,415.64,Credit Card,2023,1
367.26,170.48,Bank Transfer,2023,3
144.36,107.24,Credit Card,2023,1
312.5,475.55,Debit Card,2023,1
179.48,245.11,Debit Card,2021,1
491.36,336.92,Bank Transfer,2022,12
395.45,163.22,Bank Transfer,2021,8
132.4,408.47,Credit Card,2023,4
199.29,272.11,Bank Transfer,2021,8
131.25,367.82,Debit Card,2023,3
248.04,331.92,Credit Card,2023,2
429.07,418.32,Debit Card,2022,7
126.7,152.31,Debit Card,2023,5
166.14,345.19,Debit Card,2021,4
206.98,469.51,Bank Transfer,2021,12
349.63,165.48,Credit Card,2023,10
489.87,330.74,Debit Card,2022,5
429.09,484.0,Debit Card,2023,3
180.37,142.99,Bank Transfer,2023,3
384.03,117.32,Debit Card,2021,5
322.56,176.09,Cash,2023,5
296.65,108.74,Bank Transfer,2021,11
463.35,328.0,Debit Card,2021,2
335.25,373.07,Credit Card,2021,9
154.88,102.21,Debit Card,2021,2
165.99,279.5,Bank Transfer,2021,5
468.79,248.86,Debit Card,2022,11
132.08,407.65,Credit Card,2023,9
155.17,413.23,Debit Card,2023,6
361.25,394.39,Credit Card,2023,8
189.73,100.67,Credit Card,2023,6
430.44,175.26,Debit Card,2023,8
266.4,103.93,Cash,2023,3
292.96,496.1,Bank Transfer,2021,11
151.46,474.08,Credit Card,2021,11
111.27,307.67,Bank Transfer,2023,7
403.69,189.87,Debit Card,2021,5
129.6,338.38,Debit Card,2023,8
356.06,195.6,Debit Card,2021,11
315.01,270.16,Debit Card,2023,5
307.4,440.02,Bank Transfer,2021,2
219.87,302.93,Cash,2021,12
402.41,441.89,Credit Card,2022,6
260.25,447.33,Bank Transfer,2023,4
160.5,320.14,Bank Transfer,2022,12
122.42,437.53,Debit Card,2021,11
237.02,276.25,Credit Card,2021,11
343.22,451.89,Cash,2022,12
188.13,160.14,Credit Card,2022,1
396.88,256.93,Credit Card,2023,2
143.49,469.27,Bank Transfer,2022,3
288.79,177.54,Credit Card,2021,11
314.68,402.13,Bank Transfer,2021,7
428.4,259.07,Credit Card,2023,6
147.18,415.3,Credit Card,2021,5
100.67,224.03,Credit Card,2022,8
313.48,295.33,Credit Card,2023,11
160.29,137.81,Cash,2021,7
328.68,314.22,Credit Card,2023,1
113.16,192.69,Debit Card,2022,11
296.27,175.81,Credit Card,2021,1
256.3,193.51,Bank Transfer,2022,11
162.5,401.9,Bank Transfer,2021,5
287.14,296.36,Debit Card,2021,7
290.87,153.67,Cash,2021,5
127.15,291.83,Bank Transfer,2023,1
370.76,473.93,Credit Card,2023,11
465.48,461.61,Credit Card,2023,12
345.38,155.88,Cash,2023,3
350.88,296.7,Bank Transfer,2021,12
399.36,298.6,Bank Transfer,2021,5
474.43,400.86,Credit Card,2022,10
492.99,314.86,Debit Card,2023,3
297.07,141.23,Cash,2021,3
478.0,487.95,Bank Transfer,2022,9
243.7,465.88,Bank Transfer,2023,1
391.06,321.33,Debit Card,2021,7
474.72,225.65,Credit Card,2022,8
106.49,239.71,Bank Transfer,2023,1
468.22,377.83,Debit Card,2021,9
454.02,125.74,Credit Card,2023,6
182.19,134.33,Bank Transfer,2023,11
263.89,449.22,Credit Card,2022,11
149.17,282.49,Credit Card,2023,1
398.87,195.67,Bank Transfer,2023,12
410.97,318.36,Bank Transfer,2021,6
452.38,117.04,Debit Card,2023,2
276.58,341.37,Cash,2021,11
352.02,348.74,Bank Transfer,2021,11
437.46,477.1,Debit Card,2022,1
137.35,247.33,Credit Card,2023,11
147.66,387.23,Credit Card,2022,9
427.11,103.93,Debit Card,2021,2
276.79,153.63,Debit Card,2023,7
421.15,403.38,Credit Card,2023,11
100.06,430.33,Bank Transfer,2022,10
146.01,432.83,Bank Transfer,2023,5
247.34,416.59,Debit Card,2023,12
259.06,407.5,Cash,2021,4
433.5,114.89,Credit Card,2021,9
303.91,157.99,Bank Transfer,2023,9
467.19,261.09,Bank Transfer,2022,5
269.88,377.11,Bank Transfer,2022,3
126.79,438.47,Debit Card,2023,2
283.18,385.18,Debit Card,2023,9
264.4,153.23,Bank Transfer,2021,2
319.78,496.27,Debit Card,2022,5
355.93,180.05,Credit Card,2021,4
123.56,367.55,Bank Transfer,2021,9
347.01,122.94,Bank Transfer,2022,12
152.91,272.86,Cash,2022,4
272.73,392.2,Bank Transfer,2022,7
456.93,136.13,Bank Transfer,2021,4
153.53,472.74,Credit Card,2022,2
183.5,223.59,Debit Card,2023,11
269.21,186.94,Bank Transfer,2022,10
124.16,136.73,Credit Card,2022,11
214.51,343.75,Debit Card,2023,1
130.99,147.25,Debit Card,2023,9
290.82,441.78,Bank Transfer,2023,9
329.35,388.6,Credit Card,2021,8
399.71,132.71,Credit Card,2023,8
469.3,498.73,Credit Card,2022,7
275.05,471.84,Bank Transfer,2021,12
351.12,498.11,Debit Card,2022,12
124.03,145.68,Credit Card,2022,1
290.13,187.16,Credit Card,2022,5
448.0,299.96,Credit Card,2021,8
336.91,331.52,Bank Transfer,2022,6
250.04,174.21,Cash,2023,8
135.7,480.34,Credit Card,2022,4
299.43,489.61,Debit Card,2022,6
467.48,176.35,Cash,2021,9
129.56,292.55,Credit Card,2022,10
312.35,210.75,Cash,2022,6
270.53,311.98,Debit Card,2021,3
403.79,284.44,Bank Transfer,2023,10
160.46,290.49,Debit Card,2023,9
168.48,448.8,Debit Card,2023,12
386.4,492.47,Cash,2023,4
371.98,130.4,Cash,2021,2
307.07,111.38,Bank Transfer,2022,8
101.82,364.0,Bank Transfer,2023,3
442.27,168.55,Cash,2021,1
494.96,100.6,Cash,2021,12
366.98,387.09,Bank Transfer,2022,5
473.29,421.75,Credit Card,2023,1
403.13,336.04,Bank Transfer,2022,11
373.66,296.24,Credit Card,2022,4
240.51,117.73,Debit Card,2023,9
131.86,300.93,Debit Card,2023,11
112.87,350.25,Bank Transfer,2021,1
280.22,458.49,Debit Card,2023,11
283.81,275.13,Bank Transfer,2023,5
254.47,192.34,Credit Card,2021,3
111.97,110.83,Credit Card,2022,6
179.74,373.06,Bank Transfer,2022,12
154.61,433.08,Cash,2021,3
105.1,222.48,Debit Card,2021,3
347.65,346.8,Bank Transfer,2021,8
139.58,363.87,Credit Card,2023,2
159.36,109.33,Debit Card,2023,10
139.65,199.97,Debit Card,2022,3
405.87,379.31,Debit Card,2021,12
453.35,499.93,Bank Transfer,2023,9
147.52,219.8,Debit Card,2023,6
346.27,469.82,Credit Card,2023,1
347.88,292.73,Bank Transfer,2021,11
212.53,145.38,Credit Card,2023,8
335.41,296.64,Bank Transfer,2023,9
273.31,225.64,Debit Card,2023,3
143.06,370.96,Credit Card,2022,5
483.3,107.89,Cash,2023,7
371.45,389.96,Cash,2022,9
481.58,417.38,Debit Card,2021,12
160.41,263.26,Cash,2021,11
417.66,397.72,Bank Transfer,2021,4
268.25,436.94,Debit Card,2022,2
471.87,267.71,Cash,2021,8
374.8,364.74,Bank Transfer,2022,7
158.87,333.5,Credit Card,2022,1
112.99,411.15,Credit Card,2022,2
150.25,112.67,Bank Transfer,2022,9
385.08,375.71,Credit Card,2022,8
104.22,205.86,Bank Transfer,2021,4
291.31,338.29,Credit Card,2021,7
321.22,429.78,Bank Transfer,2022,6
424.91,314.16,Bank Transfer,2023,8
278.64,364.85,Debit Card,2023,4
102.19,424.32,Debit Card,2021,10
187.51,114.72,Credit Card,2022,6
119.02,313.23,Credit Card,2023,12
492.38,270.91,Bank Transfer,2021,6
355.37,408.26,Bank Transfer,2021,1
100.77,488.23,Cash,2023,11
115.41,269.76,Bank Transfer,2022,1
190.21,206.65,Cash,2022,3
411.54,351.32,Bank Transfer,2023,8
259.61,312.1,Debit Card,2022,8
302.15,283.21,Cash,2021,6
449.0,124.74,Debit Card,2021,5
456.5,258.17,Cash,2021,12
271.14,329.97,Credit Card,2021,6
404.06,182.76,Bank Transfer,2022,2
193.67,368.87,Credit Card,2023,6
170.07,299.61,Cash,2023,9
490.52,220.43,Debit Card,2023,11
355.28,490.48,Debit Card,2022,2
362.91,268.57,Bank Transfer,2021,5
451.14,338.43,Credit Card,2021,11
110.81,454.1,Credit Card,2022,7
214.36,343.79,Bank Transfer,2021,6
387.67,354.03,Debit Card,2021,9
281.85,278.51,Bank Transfer,2021,2
477.15,130.44,Debit Card,2023,2
280.23,219.22,Debit Card,2022,11
150.81,289.55,Credit Card,2022,1
462.92,273.27,Cash,2021,11
102.05,394.9,Debit Card,2021,8
403.51,250.39,Cash,2021,6
103.34,434.76,Credit Card,2023,4
285.29,235.55,Debit Card,2022,1
182.22,432.83,Debit Card,2023,3
480.67,339.26,Cash,2023,1
258.7,436.85,Debit Card,2021,3
112.38,463.74,Debit Card,2021,5
410.72,481.04,Debit Card,2023,9
226.63,412.29,Debit Card,2022,5
355.78,409.99,Debit Card,2021,12
262.09,140.89,Cash,2023,11
275.41,384.97,Credit Card,2023,7
205.52,349.94,Credit Card,2022,7
415.33,280.86,Credit Card,2022,9
285.49,322.64,Credit Card,2021,11
115.85,407.22,Bank Transfer,2022,8
477.91,245.26,Credit Card,2023,1
298.77,411.6,Cash,2023,3
294.39,148.16,Cash,2023,10
238.58,459.95,Bank Transfer,2021,12
354.06,196.39,Cash,2021,3
260.62,312.91,Debit Card,2022,8
399.79,266.53,Cash,2023,5
450.63,131.19,Cash,2021,10
295.89,431.42,Cash,2022,4
361.02,151.96,Bank Transfer,2021,7
218.21,304.31,Bank Transfer,2021,1
350.16,174.91,Credit Card,2023,11
354.1,487.82,Credit Card,2022,1
304.79,358.04,Credit Card,2021,9
163.94,202.9,Credit Card,2023,8
390.12,427.7,Bank Transfer,2022,12
227.87,113.25,Bank Transfer,2023,3
255.29,220.59,Credit Card,2021,12
440.62,331.49,Debit Card,2022,10
372.45,195.63,Debit Card,2023,2
133.07,418.49,Debit Card,2022,9
326.15,447.86,Bank Transfer,2022,12
134.77,317.01,Cash,2021,5
358.18,416.91,Credit Card,2022,4
257.86,453.71,Credit Card,2023,4
425.2,120.41,Cash,2022,11
412.07,312.68,Credit Card,2023,9
499.88,471.33,Bank Transfer,2023,4
219.67,119.15,Cash,2023,8
170.03,423.28,Bank Transfer,2021,8
174.13,120.89,Debit Card,2022,2
339.57,337.43,Debit Card,2021,12
233.82,495.41,Bank Transfer,2022,5
462.74,268.86,Cash,2021,3
131.74,421.5,Cash,2022,11
405.93,330.44,Cash,2021,7
295.88,346.85,Cash,2022,5
354.97,341.48,Bank Transfer,2023,4
335.13,364.44,Cash,2022,3
312.1,114.53,Bank Transfer,2022,1
379.34,308.51,Bank Transfer,2021,5
318.28,449.46,Cash,2023,5
468.99,178.48,Cash,2022,11
320.67,134.86,Cash,2023,12
467.87,272.09,Debit Card,2022,8
422.53,316.76,Cash,2021,8
439.02,262.59,Credit Card,2021,7
458.91,386.32,Bank Transfer,2023,6
181.02,109.74,Credit Card,2022,12
237.02,255.53,Cash,2023,2
459.75,162.28,Debit Card,2022,12
159.69,128.07,Cash,2022,1
296.06,114.6,Cash,2023,9
141.9,189.29,Cash,2021,4
161.02,265.09,Bank Transfer,2023,11
335.56,463.26,Credit Card,2022,8
258.44,146.7,Cash,2022,4
269.48,446.93,Cash,2023,11
303.25,317.99,Debit Card,2022,12
364.29,364.2,Credit Card,2021,2
299.73,455.49,Debit Card,2021,9
236.71,265.81,Credit Card,2022,7
177.12,252.04,Bank Transfer,2023,10
285.79,473.34,Credit Card,2021,7
250.22,363.43,Debit Card,2022,4
426.18,393.89,Debit Card,2021,3
106.12,230.85,Credit Card,2023,11
328.16,381.37,Credit Card,2023,2
347.38,148.72,Credit Card,2022,2
495.16,188.74,Bank Transfer,2021,12
454.15,399.11,Credit Card,2022,10
307.03,383.22,Cash,2021,4
215.41,251.95,Credit Card,2023,11
104.07,442.04,Credit Card,2022,12
196.31,208.76,Credit Card,2023,3
438.97,494.17,Credit Card,2023,11
489.3,138.8,Debit Card,2023,3
380.42,456.18,Credit Card,2021,7
341.54,232.0,Credit Card,2021,4
342.49,141.43,Debit Card,2021,4
359.96,487.79,Bank Transfer,2021,12
100.72,208.82,Bank Transfer,2023,12
247.98,476.04,Bank Transfer,2023,6
231.71,423.19,Cash,2022,7
491.17,340.4,Bank Transfer,2022,4
100.29,332.85,Credit Card,2021,10
394.54,185.75,Cash,2022,5
262.11,443.01,Cash,2023,10
125.9,445.68,Bank Transfer,2021,3
244.38,178.82,Credit Card,2022,9
151.14,304.35,Credit Card,2021,3
114.94,268.11,Debit Card,2022,8
373.38,150.4,Bank Transfer,2023,8
109.87,225.55,Bank Transfer,2023,8
104.79,135.39,Credit Card,2022,8
270.39,297.17,Credit Card,2023,1
152.23,274.09,Bank Transfer,2023,6
278.45,480.87,Cash,2022,11
246.41,249.1,Cash,2022,12
140.91,324.49,Debit Card,2021,10
355.88,451.18,Bank Transfer,2021,11
359.89,445.04,Cash,2022,12
357.87,195.16,Cash,2023,9
445.85,321.96,Credit Card,2023,2
102.71,410.01,Bank Transfer,2021,1
111.09,247.85,Debit Card,2022,6
309.27,408.25,Credit Card,2023,12
286.41,259.69,Debit Card,2022,12
496.23,320.79,Credit Card,2022,2
243.01,361.17,Debit Card,2021,3
255.64,215.42,Debit Card,2021,3
434.28,327.95,Cash,2022,6
349.24,120.39,Bank Transfer,2022,5
128.43,196.88,Debit Card,2022,1
123.06,467.71,Debit Card,2021,8
311.42,274.48,Debit Card,2022,8
258.71,481.87,Debit Card,2021,6
394.17,163.72,Bank Transfer,2023,10
351.22,296.11,Bank Transfer,2021,7
100.12,321.04,Credit Card,2022,1
106.75,211.71,Credit Card,2022,1
435.89,458.61,Cash,2021,11
165.83,448.57,Cash,2022,8
327.84,282.85,Bank Transfer,2022,9
476.2,160.3,Debit Card,2022,4
486.64,320.48,Credit Card,2021,12
437.7,344.5,Cash,2021,10
455.57,238.28,Bank Transfer,2023,2
462.02,268.77,Debit Card,2022,1
130.62,329.69,Bank Transfer,2022,12
442.9,386.43,Credit Card,2023,9
266.29,126.42,Bank Transfer,2023,4
117.07,109.87,Credit Card,2022,5
313.27,215.87,Credit Card,2023,11
146.68,313.23,Cash,2023,11
131.65,105.26,Cash,2023,6
287.03,454.77,Debit Card,2022,4
225.91,330.62,Bank Transfer,2021,9
452.53,499.08,Credit Card,2021,4
226.24,456.41,Credit Card,2023,8
429.03,328.83,Debit Card,2022,11
101.96,297.14,Credit Card,2021,10
479.68,171.74,Cash,2021,10
121.73,431.85,Cash,2021,6
205.15,125.1,Debit Card,2023,10
109.95,412.49,Debit Card,2021,2
483.74,431.66,Debit Card,2021,2
120.67,432.44,Debit Card,2023,7
239.6,291.31,Cash,2021,1
365.54,131.0,Debit Card,2021,6
228.81,124.19,Bank Transfer,2022,1
102.99,491.3,Bank Transfer,2022,11
196.23,370.45,Credit Card,2022,3
385.88,443.46,Cash,2021,6
251.31,439.6,Cash,2021,10
428.11,208.42,Bank Transfer,2023,8
395.59,481.51,Credit Card,2021,12
334.39,234.11,Bank Transfer,2021,8
137.79,163.88,Credit Card,2023,7
492.8,276.45,Credit Card,2022,9
308.27,494.3,Cash,2021,11
204.07,259.15,Cash,2023,11
340.85,311.24,Cash,2021,12
382.71,310.25,Bank Transfer,2021,1
287.0,188.55,Credit Card,2023,11
356.73,349.47,Cash,2021,9
143.22,279.22,Credit Card,2023,2
449.63,283.36,Debit Card,2022,4
372.29,477.19,Debit Card,2023,9
409.19,438.13,Debit Card,2021,9
145.49,452.53,Debit Card,2021,5
307.72,439.54,Bank Transfer,2022,12
377.04,301.34,Credit Card,2021,9
308.91,348.9,Bank Transfer,2023,10
139.68,110.35,Bank Transfer,2021,6
124.26,144.13,Credit Card,2021,6
346.41,431.08,Bank Transfer,2023,5
418.76,102.58,Credit Card,2023,8
498.65,125.86,Debit Card,2023,1
327.29,121.63,Cash,2021,2
191.8,170.69,Debit Card,2021,12
262.03,429.51,Cash,2022,7
142.66,369.46,Credit Card,2021,10
265.55,236.72,Credit Card,2023,6
436.07,320.62,Debit Card,2022,7
256.08,498.89,Debit Card,2022,5
120.69,152.61,Bank Transfer,2023,5
166.36,111.3,Bank Transfer,2022,5
367.87,443.3,Cash,2021,7
376.49,266.64,Debit Card,2021,9
179.22,113.38,Credit Card,2022,11
424.06,369.81,Debit Card,2022,12
212.34,359.99,Debit Card,2023,1
322.29,363.7,Cash,2023,5
223.08,369.86,Bank Transfer,2022,9
377.25,148.53,Credit Card,2021,4
250.27,357.55,Debit Card,2023,5
404.72,279.72,Bank Transfer,2023,8
293.37,242.27,Bank Transfer,2021,1
356.11,315.75,Bank Transfer,2022,8
470.42,440.7,Debit Card,2023,1
274.14,196.88,Bank Transfer,2022,5
320.26,117.15,Cash,2022,12
175.65,229.0,Debit Card,2021,9
377.37,401.3,Bank Transfer,2021,4
185.08,258.43,Credit Card,2022,10
375.98,352.85,Credit Card,2023,9
469.27,260.58,Debit Card,2023,3
476.52,449.5,Bank Transfer,2023,2
420.73,314.24,Debit Card,2022,5
315.66,241.83,Cash,2023,12
434.89,474.31,Bank Transfer,2023,3
283.1,425.61,Credit Card,2021,4
250.77,440.53,Debit Card,2023,1
380.93,272.45,Cash,2021,1
182.93,221.38,Bank Transfer,2022,7
129.71,290.66,Credit Card,2021,10
246.41,464.51,Debit Card,2021,8
236.25,124.03,Bank Transfer,2021,12
148.21,338.72,Bank Transfer,2022,4
441.82,235.0,Cash,2022,5
367.26,212.73,Debit Card,2023,3
110.32,346.99,Bank Transfer,2021,2
316.06,261.65,Debit Card,2021,7
161.52,223.23,Debit Card,2022,12
304.49,470.18,Credit Card,2023,7
408.5,388.82,Debit Card,2023,12
265.22,277.1,Cash,2023,8
338.75,118.72,Bank Transfer,2022,8
318.58,298.07,Credit Card,2023,8
331.04,452.95,Debit Card,2023,12
291.25,354.44,Cash,2022,2
